ubigeo,department,province,district,idh,monetary_poverty,life_expectancy,complete_secondary_education,years_education,family_income,number_hh,hh_1_nib_or_more,hh_inadequate_characteristics,overcrowded_housing,hh_wo_bathrooms,hh_children_not_attending_school,hh_high_economic_dependence
110112,ICA,ICA,SUBTANJALLA,0.636838247,0.04354553,81.4783478,0.771159875,10.5845,1014.235259,7722,1692,1063,653,83,93,45
110113,ICA,ICA,TATE,0.601180372,0.04290589,80.41025286,0.741116751,9.7888,933.1575053,1373,331,200,134,14,16,5
110114,ICA,ICA,YAUCA DEL ROSARIO,0.391717686,0.06443243,77.89351,0.533333333,6.5885,431.3057658,574,295,125,29,234,7,1
110201,ICA,CHINCHA,CHINCHA ALTA,0.612609064,0.02640704,83.13889341,0.713998905,10.125,938.9719292,17531,3263,1883,1205,281,275,128
110202,ICA,CHINCHA,ALTO LARAN,0.572619606,0.03691668,81.86313059,0.588723051,8.1835,984.282053,2221,718,579,137,91,24,27
110203,ICA,CHINCHA,CHAVIN,0.625443319,0.30081301,80.28850133,0.5,10.7964,1197.845512,250,150,64,16,100,14,6
110204,ICA,CHINCHA,CHINCHA BAJA,0.57527048,0.01992541,83.91315418,0.707317073,8.6155,855.2767551,3603,647,429,151,43,66,33
110205,ICA,CHINCHA,EL CARMEN,0.544564197,0.03129616,82.97202072,0.622317597,7.8948,832.1781577,3403,599,283,199,87,66,51
110206,ICA,CHINCHA,GROCIO PRADO,0.59137311,0.0334979,85.7728527,0.688956434,8.8552,895.274199,7039,1763,1190,513,120,88,77
110207,ICA,CHINCHA,PUEBLO NUEVO,0.598297857,0.0322399,84.68434943,0.677504229,9.715,898.6201352,16481,3684,2317,1300,164,219,131
110208,ICA,CHINCHA,SAN JUAN DE YANAC,0.356708644,0.1064054,76.1875797,0.538461538,7.3296,321.3943516,498,416,174,72,366,7,0
110209,ICA,CHINCHA,SAN PEDRO DE HUACARPANA,0.341820602,0.1064054,81.87032409,0.682926829,6.4854,253.8068545,390,272,39,38,264,2,3
110210,ICA,CHINCHA,SUNAMPE,0.609990697,0.03379569,85.78562607,0.683177153,9.2426,957.8945461,7862,1670,959,619,171,116,78
110211,ICA,CHINCHA,TAMBO DE MORA,0.602950875,0.02585728,81.91956912,0.661097852,9.2895,999.5777627,1474,333,166,75,117,22,13
110301,ICA,NASCA,NASCA,0.606911287,0.03023548,81.54393249,0.713156671,9.7645,959.5496684,8179,1637,861,504,582,99,86
110302,ICA,NASCA,CHANGUILLO,0.545792201,0.03317797,85.54075392,0.585585586,6.9534,896.597405,741,273,206,29,107,7,14
110303,ICA,NASCA,EL INGENIO,0.581486067,0.02553786,86.0797896,0.653658537,7.7597,943.9606559,1023,317,228,56,88,15,17
110304,ICA,NASCA,MARCONA,0.679033686,0.02243134,82.49132231,0.736095965,10.601,1227.479107,4632,736,381,229,219,47,17
110305,ICA,NASCA,VISTA ALEGRE,0.609710008,0.03895312,86.34470954,0.71560765,9.1029,935.7827055,6434,1932,1423,493,315,73,71
110401,ICA,PALPA,PALPA,0.619107069,0.05117471,84.72045382,0.794392523,9.2747,943.8078693,2387,489,309,175,46,26,21
110402,ICA,PALPA,LLIPATA,0.589760307,0.03664045,85.15789764,0.836956522,8.3877,844.334323,488,180,120,54,46,2,13
110403,ICA,PALPA,RIO GRANDE,0.595439939,0.02825618,84.95138767,0.809815951,8.5934,871.7394264,944,210,116,67,39,13,8
110404,ICA,PALPA,SANTA CRUZ,0.574404419,0.06609853,84.34389331,0.736842105,8.4153,841.1718663,296,88,52,36,9,2,7
110405,ICA,PALPA,TIBILLO,0.578875425,0.08612403,76.68773989,0.666666667,7.4703,1110.778234,129,73,16,13,63,0,1
110501,ICA,PISCO,PISCO,0.577138016,0.03123501,76.20567456,0.722105665,10.1032,889.4962778,18954,4676,3370,1254,615,269,167
110502,ICA,PISCO,HUANCANO,0.533297303,0.0398449,71.83555587,0.85840708,8.0607,813.5504105,388,90,25,24,48,14,5
110503,ICA,PISCO,HUMAY,0.554439628,0.0587026,71.23226522,0.722921914,7.5895,1039.30064,1699,410,196,85,168,7,21
110504,ICA,PISCO,INDEPENDENCIA,0.553096146,0.03947185,74.3217416,0.720299345,8.0518,935.9834042,3818,1004,663,307,107,35,56
110505,ICA,PISCO,PARACAS,0.627766137,0.04926614,75.95081099,0.67576244,9.5509,1217.447343,1939,922,802,186,45,27,25
110506,ICA,PISCO,SAN ANDRES,0.517768836,0.02730565,76.75042236,0.642078793,9.2237,719.7023204,3694,817,529,235,84,41,54
110507,ICA,PISCO,SAN CLEMENTE,0.564877109,0.04783545,75.94440158,0.722972973,8.6543,920.7990758,7257,1653,986,599,85,106,96
110508,ICA,PISCO,TUPAC AMARU INCA,0.561818246,0.03670807,75.76591912,0.692565305,9.2921,889.6641043,4956,1393,1016,364,85,57,47
120101,JUNIN,HUANCAYO,HUANCAYO,0.561992225,0.06563487,69.5570845,0.760182584,10.8276,882.5032841,33829,3092,270,1789,664,320,294
120104,JUNIN,HUANCAYO,CARHUACALLANGA,0.374826669,0.3181542,84.98650569,0.724137931,6.8293,291.3809849,251,40,7,3,30,0,0
120105,JUNIN,HUANCAYO,CHACAPAMPA,0.267720537,0.3181542,70.237633,0.563380282,5.4497,199.8648716,401,34,1,6,20,1,7
120106,JUNIN,HUANCAYO,CHICCHE,0.315666548,0.3181542,70.93771911,0.719298246,5.0777,283.5361122,293,58,0,4,48,3,5
120107,JUNIN,HUANCAYO,CHILCA,0.519995313,0.1303173,73.09467493,0.750159744,9.2283,725.2271619,24500,3303,193,1955,701,312,469
120108,JUNIN,HUANCAYO,CHONGOS ALTO,0.541523741,0.2004704,77.34866126,0.696202532,6.5601,963.7170821,473,107,31,4,96,1,5
120111,JUNIN,HUANCAYO,CHUPURO,0.409756842,0.3181542,69.75006653,0.730337079,7.1187,469.7432814,570,164,5,33,119,22,5
120112,JUNIN,HUANCAYO,COLCA,0.4688982,0.3856399,70.6590919,0.5,5.4407,967.7028962,400,42,1,6,30,5,3
120113,JUNIN,HUANCAYO,CULLHUAS,0.17066371,0.3856399,77.57866714,0.490196078,4.0127,85.59180016,449,133,3,14,107,13,3
120114,JUNIN,HUANCAYO,EL TAMBO,0.587123754,0.05108393,72.81195478,0.785065866,10.9475,915.3604929,46199,4111,241,2843,468,383,388
120116,JUNIN,HUANCAYO,HUACRAPUQUIO,0.41358691,0.3181542,80.04320267,0.6796875,5.7493,472.2142425,465,108,2,17,86,6,2
120117,JUNIN,HUANCAYO,HUALHUAS,0.499234521,0.1707232,69.68106832,0.753937008,8.6611,717.3987405,1369,236,27,124,64,9,41
120119,JUNIN,HUANCAYO,HUANCAN,0.47514134,0.2503155,69.54778665,0.710707804,7.9983,674.400292,6369,1179,56,596,402,91,168
120120,JUNIN,HUANCAYO,HUASICANCHA,0.344047926,0.3181542,75.72925851,0.466666667,6.0888,351.2564381,309,115,44,2,110,1,8
120121,JUNIN,HUANCAYO,HUAYUCACHI,0.471085321,0.2655351,69.21697397,0.706751055,7.8739,670.9968892,2672,538,14,183,293,28,83
120122,JUNIN,HUANCAYO,INGENIO,0.451390967,0.2004704,72.72339911,0.623255814,5.8379,712.0622817,681,152,7,21,118,3,18
120124,JUNIN,HUANCAYO,PARIAHUANCA,0.145550639,0.3181542,70.38553611,0.563829787,3.6725,71.8512565,1689,826,30,75,668,79,101
120125,JUNIN,HUANCAYO,PILCOMAYO,0.536067371,0.1707232,70.43611882,0.788785047,9.5712,798.2131816,5226,754,59,405,169,69,126
120126,JUNIN,HUANCAYO,PUCARA,0.40586624,0.2655351,68.62296274,0.588235294,6.4691,550.4111933,1402,450,6,48,391,17,16
120127,JUNIN,HUANCAYO,QUICHUAY,0.481263125,0.2004704,73.04839292,0.703030303,5.9921,788.1446574,543,100,6,32,58,6,16
120128,JUNIN,HUANCAYO,QUILCAS,0.455451746,0.2597536,69.80438981,0.676712329,6.8711,669.4037772,1161,501,45,88,410,14,46
120129,JUNIN,HUANCAYO,SAN AGUSTIN,0.512483458,0.2597536,70.35533834,0.778364116,8.9631,735.4571611,3996,573,40,358,112,41,79
120130,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,0.519320571,0.2234907,70.91071046,0.723958333,9.2006,769.5386629,3124,389,25,219,72,38,72
120132,JUNIN,HUANCAYO,SANO,0.471615026,0.2234907,69.08799981,0.752066116,8.5109,625.2506247,1443,262,19,147,69,23,36
120133,JUNIN,HUANCAYO,SAPALLANGA,0.467024146,0.24349749,71.19532443,0.707486366,7.3247,656.6113588,5805,1067,64,324,585,81,128
120134,JUNIN,HUANCAYO,SICAYA,0.519988218,0.2234907,73.58685877,0.72675737,8.1222,787.3937828,4534,822,34,470,208,80,132
120135,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,0.364399946,0.3856399,70.31843434,0.557093426,4.4746,522.5048316,1775,621,57,216,330,48,114
120136,JUNIN,HUANCAYO,VIQUES,0.436046651,0.3659578,74.45165618,0.689138577,6.8406,536.3441728,745,135,10,60,49,7,23
120201,JUNIN,CONCEPCION,CONCEPCION,0.514991664,0.1866913,66.05490555,0.703190014,9.6533,824.0153398,4311,620,44,428,102,25,55
120202,JUNIN,CONCEPCION,ACO,0.419426911,0.2004204,76.24760995,0.572649573,6.987,500.5914672,556,144,1,31,119,0,5
120203,JUNIN,CONCEPCION,ANDAMARCA,0.296075966,0.46875418,76.76570263,0.476973684,3.5972,336.8104588,1067,421,51,139,211,38,97
120204,JUNIN,CONCEPCION,CHAMBARA,0.367676138,0.3089625,70.30633146,0.561320755,6.487,411.9612924,814,120,6,37,74,1,12
120205,JUNIN,CONCEPCION,COCHAS,0.429537269,0.47450685,74.28973883,0.452054795,4.7514,810.798274,595,205,23,115,75,6,20
120206,JUNIN,CONCEPCION,COMAS,0.355803857,0.3089625,73.87519347,0.544662309,4.0966,494.2503216,1656,548,58,169,317,20,105
120207,JUNIN,CONCEPCION,HEROINAS TOLEDO,0.336259707,0.3089625,71.02022463,0.351351351,4.8775,477.8108557,325,43,0,4,33,2,5
120208,JUNIN,CONCEPCION,MANZANARES,0.480261353,0.2296238,77.92709182,0.708737864,8.6701,563.6191459,471,57,2,26,25,2,4
120209,JUNIN,CONCEPCION,MARISCAL CASTILLA,0.22154295,0.2296238,77.32458157,0.466101695,5.0183,129.5642062,415,133,12,57,67,1,15
120210,JUNIN,CONCEPCION,MATAHUASI,0.502639891,0.23266353,69.76196238,0.608050847,8.4925,818.8084583,1561,210,24,93,78,12,30
120211,JUNIN,CONCEPCION,MITO,0.503173877,0.2004204,67.47565138,0.682242991,8.6517,808.1394688,449,77,2,41,28,7,7
120212,JUNIN,CONCEPCION,NUEVE DE JULIO,0.491511268,0.1866913,70.11311333,0.59223301,7.7397,817.1344624,666,120,21,59,40,5,16
120213,JUNIN,CONCEPCION,ORCOTUNA,0.447519125,0.38255127,82.27279484,0.651515152,7.1053,504.1173932,1330,205,7,94,74,14,36
120214,JUNIN,CONCEPCION,SAN JOSE DE QUERO,0.293105855,0.33713954,75.19392277,0.586642599,5.6989,219.8744286,1566,148,1,48,72,15,32
120215,JUNIN,CONCEPCION,SANTA ROSA DE OCOPA,0.506167708,0.13418097,70.56735777,0.678571429,7.3637,851.3232536,645,90,3,34,44,6,8
120301,JUNIN,CHANCHAMAYO,CHANCHAMAYO,0.549832284,0.1538681,75.40713888,0.632450331,8.8714,904.0506595,8214,2183,1010,1025,551,128,86
120302,JUNIN,CHANCHAMAYO,PERENE,0.417091425,0.31267017,74.91116886,0.544971462,6.266,554.3524063,15393,6489,4176,2260,898,374,443
120303,JUNIN,CHANCHAMAYO,PICHANAQUI,0.445496574,0.30580174,81.90482382,0.516996047,6.4933,590.9216669,11104,5558,4222,1781,649,289,401
120304,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,0.426416171,0.2148942,74.32461017,0.482758621,6.2183,634.8698899,1441,817,395,162,476,14,39
120305,JUNIN,CHANCHAMAYO,SAN RAMON,0.51094946,0.1538681,74.78405389,0.609647164,8.3169,784.1971456,7768,2025,717,824,713,139,133
120306,JUNIN,CHANCHAMAYO,VITOC,0.495316942,0.13756187,71.97003943,0.573913043,6.8513,881.8692089,560,255,115,52,129,11,8
120401,JUNIN,JAUJA,JAUJA,0.534975932,0.13768551,67.8594698,0.737918216,10.0646,841.219409,4864,605,25,435,108,34,51
120402,JUNIN,JAUJA,ACOLLA,0.496952727,0.34997418,71.54989986,0.628620102,7.2528,828.6607658,2018,583,8,98,492,12,26
120403,JUNIN,JAUJA,APATA,0.459101182,0.3256425,67.63900091,0.721052632,6.4442,726.1807243,1324,381,23,72,258,32,55
120404,JUNIN,JAUJA,ATAURA,0.535465544,0.2193331,69.38995506,0.684210526,8.9915,903.9956741,367,101,3,42,67,1,7
120405,JUNIN,JAUJA,CANCHAYLLO,0.441005703,0.3256425,64.10748282,0.576642336,7.6204,702.1990536,526,282,49,59,240,9,18
120406,JUNIN,JAUJA,CURICACA,0.431059123,0.2193331,65.3707518,0.54954955,6.7058,708.4381016,459,223,3,30,201,2,14
120407,JUNIN,JAUJA,EL MANTARO,0.537673055,0.2470769,76.83462629,0.71040724,8.7712,785.9996459,794,140,5,46,86,4,15
120408,JUNIN,JAUJA,HUAMALI,0.49425908,0.1858019,70.36032569,0.644628099,8.4751,750.1821194,507,140,0,32,102,4,8
120409,JUNIN,JAUJA,HUARIPAMPA,0.532044787,0.1241071,73.27533869,0.666666667,8.7273,844.087006,333,59,2,22,31,2,5
120410,JUNIN,JAUJA,HUERTAS,0.461424011,0.1858019,68.42615005,0.64137931,8.162,659.1763118,605,181,3,62,129,1,4
120411,JUNIN,JAUJA,JANJAILLO,0.272572916,0.3862253,68.84247495,0.540540541,4.7809,237.8044812,219,139,0,6,131,0,11
120412,JUNIN,JAUJA,JULCAN,0.527348331,0.1858019,70.75772222,0.691176471,8.1064,890.569802,285,100,0,19,86,3,2
120413,JUNIN,JAUJA,LEONOR ORDONEZ,0.518886396,0.1241071,68.06846617,0.780821918,8.4112,830.7078625,508,103,2,29,69,2,5
120414,JUNIN,JAUJA,LLOCLLAPAMPA,0.473799588,0.1241071,64.92850002,0.64556962,7.4456,812.6546837,386,116,9,19,94,2,8
120415,JUNIN,JAUJA,MARCO,0.449123394,0.3460402,72.2045148,0.582524272,7.0304,647.7754734,522,404,3,32,393,1,8
120416,JUNIN,JAUJA,MASMA,0.409413434,0.3460402,65.61833626,0.577586207,7.2864,563.9618398,565,172,53,35,96,6,8
120417,JUNIN,JAUJA,MASMA CHICCHE,0.446837804,0.4086393,79.01499376,0.768115942,4.7209,649.5765849,221,117,1,7,110,1,6
120418,JUNIN,JAUJA,MOLINOS,0.366085289,0.2909101,75.03866537,0.566176471,6.0091,388.9834266,519,136,32,30,79,7,12
120419,JUNIN,JAUJA,MONOBAMBA,0.399783823,0.2909101,70.62103308,0.593406593,5.9157,534.4877494,501,283,182,73,117,8,6
120420,JUNIN,JAUJA,MUQUI,0.529140408,0.2273657,75.28525422,0.592105263,8.5428,856.7976204,341,71,2,36,31,4,4
120421,JUNIN,JAUJA,MUQUIYAUYO,0.540039393,0.2417415,77.32040171,0.697297297,8.1815,830.3297367,721,87,3,44,28,7,9
120422,JUNIN,JAUJA,PACA,0.467528344,0.2909101,73.21875759,0.732142857,6.1307,698.3507158,328,180,0,17,168,1,7
120423,JUNIN,JAUJA,PACCHA,0.456982961,0.2470769,68.20664486,0.653225806,6.3715,747.3620833,499,129,1,21,103,2,13
120424,JUNIN,JAUJA,PANCAN,0.495636676,0.2909101,64.91436858,0.743362832,7.773,841.8201047,422,147,4,52,105,4,6
120425,JUNIN,JAUJA,PARCO,0.461025431,0.2273657,66.39973088,0.730337079,7.5676,677.732459,387,167,4,23,150,1,5
120426,JUNIN,JAUJA,POMACANCHA,0.357619678,0.4086393,67.37206047,0.376,4.493,632.839886,438,166,34,26,137,4,13
120427,JUNIN,JAUJA,RICRAN,0.388211339,0.4086393,72.57829822,0.442622951,4.8121,628.5488042,429,134,17,16,89,6,22
120428,JUNIN,JAUJA,SAN LORENZO,0.517723639,0.16692441,75.27756049,0.63740458,7.8831,816.1996988,727,108,4,63,31,1,17
120429,JUNIN,JAUJA,SAN PEDRO DE CHUNAN,0.413747695,0.2909101,64.06425126,0.557377049,7.462,603.8269056,210,71,0,3,68,0,1
120430,JUNIN,JAUJA,SAUSA,0.52073695,0.2470769,76.77814119,0.743589744,8.7028,705.8751969,847,162,7,102,39,4,31
120431,JUNIN,JAUJA,SINCOS,0.393527529,0.1858019,67.06902501,0.617886179,7.3795,469.8338782,1227,389,7,83,319,9,7
120432,JUNIN,JAUJA,TUNAN MARCA,0.512991961,0.2909101,77.85636303,0.742857143,6.7929,774.1246069,364,172,2,25,144,7,7
120433,JUNIN,JAUJA,YAULI,0.456378146,0.3862253,65.7648503,0.698924731,7.0671,712.329558,363,85,16,9,72,1,6
120434,JUNIN,JAUJA,YAUYOS,0.525977906,0.2417415,71.78883081,0.691764706,9.1784,802.2066537,2477,395,22,262,76,23,54
120501,JUNIN,JUNIN,JUNIN,0.462499758,0.22178845,68.52939305,0.67218543,8.2621,642.7610736,3612,725,87,333,310,21,100
120502,JUNIN,JUNIN,CARHUAMAYO,0.446364846,0.41252469,71.76603295,0.626315789,7.1886,611.9220161,1946,497,43,290,209,24,57
120503,JUNIN,JUNIN,ONDORES,0.486540197,0.30489644,65.15720658,0.742268041,7.0216,846.9379662,490,180,17,62,119,3,6
120504,JUNIN,JUNIN,ULCUMAYO,0.222338362,0.51766199,68.22335147,0.532307692,4.2456,159.2118491,1546,999,77,297,804,32,49
120601,JUNIN,SATIPO,SATIPO,0.480690772,0.21841047,70.90158147,0.56870229,8.0137,752.4050401,10964,4697,3338,1578,508,219,267
120602,JUNIN,SATIPO,COVIRIALI,0.397197766,0.37709363,73.59890209,0.472566372,6.0367,542.8798908,1435,1113,976,393,109,38,65
120603,JUNIN,SATIPO,LLAYLLA,0.404762793,0.2828469,73.34504631,0.616755793,4.9363,584.6632484,1928,1696,1644,351,152,27,37
120604,JUNIN,SATIPO,MAZAMARI,0.423529753,0.35190937,78.37861525,0.571509009,6.915,498.9406851,7742,4984,4073,2646,540,382,534
120605,JUNIN,SATIPO,PAMPA HERMOSA,0.292687323,0.48846161,78.38856111,0.37987013,4.8121,279.6941594,1211,867,752,158,143,25,33
120606,JUNIN,SATIPO,PANGOA,0.362438966,0.38234087,75.44293105,0.417176703,5.9956,432.6121234,14142,10065,9056,2952,967,573,820
120607,JUNIN,SATIPO,RIO NEGRO,0.362703205,0.33684533,74.76548145,0.553577915,6.4287,368.8254324,6446,5102,3979,2885,248,260,496
120608,JUNIN,SATIPO,RIO TAMBO,0.273341026,0.51784869,84.97020759,0.31737013,4.6055,236.1421515,6871,6159,5870,1822,947,337,521
120609,JUNIN,SATIPO,VIZCATAN DEL ENE,0.382596972,0.2828469,76.94826872,0.508905852,5.8029,455.9783479,1515,1351,1243,145,325,46,26
120701,JUNIN,TARMA,TARMA,0.515444256,0.14537614,72.21067528,0.677326343,8.8041,777.2361345,13995,2650,117,1191,1260,150,177
120702,JUNIN,TARMA,ACOBAMBA,0.399523427,0.3348464,72.5391765,0.644859813,6.7474,453.5682418,2900,636,23,168,438,53,47
120703,JUNIN,TARMA,HUARICOLCA,0.434128575,0.4541516,77.95886172,0.563636364,5.1266,663.8238835,624,217,3,52,156,9,20
120704,JUNIN,TARMA,HUASAHUASI,0.415872266,0.3348464,75.56527597,0.457259159,4.7645,715.8993302,3294,1328,87,453,949,76,62
120705,JUNIN,TARMA,LA UNION,0.508804463,0.2684906,78.68423431,0.763754045,7.5217,689.152514,947,145,8,76,64,6,10
120706,JUNIN,TARMA,PALCA,0.373067494,0.23744444,76.89985573,0.491089109,4.9388,484.1035118,1661,485,37,275,187,29,46
120707,JUNIN,TARMA,PALCAMAYO,0.332184184,0.24586479,79.92863195,0.652719665,5.2445,283.0412848,1264,627,14,125,532,20,10
120708,JUNIN,TARMA,SAN PEDRO DE CAJAS,0.415988795,0.2684906,83.67330616,0.559090909,5.5028,510.2371029,1367,483,58,76,416,6,18
120709,JUNIN,TARMA,TAPO,0.303201953,0.4541516,79.50655313,0.452777778,4.3877,298.3055989,1376,729,3,121,622,23,51
120801,JUNIN,YAULI,LA OROYA,0.558704172,0.125755,75.86239946,0.711672474,9.7045,840.7196582,3977,559,44,272,246,38,35
120802,JUNIN,YAULI,CHACAPALPA,0.395713695,0.2441379,75.73401394,0.468085106,5.821,531.1659045,265,144,18,23,131,2,2
120803,JUNIN,YAULI,HUAY HUAY,0.612287722,0.136195,80.98159239,0.642857143,9.6569,1051.835969,414,136,33,56,59,9,6
120804,JUNIN,YAULI,MARCAPOMACOCHA,0.529576099,0.2047686,79.91905953,0.488888889,7.4702,940.253287,312,105,33,36,60,5,8
120805,JUNIN,YAULI,MOROCOCHA,0.696606753,0.14238628,84.78546678,0.698051948,10.1996,1336.387375,914,124,16,60,30,12,21
120806,JUNIN,YAULI,PACCHA,0.583072934,0.136195,76.57316816,0.733333333,8.7796,981.8718398,540,180,47,74,103,2,7
120807,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,0.601939326,0.2047686,82.68602104,0.532258065,8.2314,1173.901143,280,117,66,35,61,4,5
120808,JUNIN,YAULI,SANTA ROSA DE SACCO,0.567864561,0.125755,82.06198443,0.736842105,9.576,782.1958135,2454,418,12,196,197,31,28
120809,JUNIN,YAULI,SUITUCANCHA,0.353337812,0.2441379,72.91913276,0.483870968,6.5356,373.9389306,240,144,89,37,50,5,2
120810,JUNIN,YAULI,YAULI,0.675414473,0.04271369,77.1069066,0.6900369,10.5473,1376.389719,1236,212,54,105,88,8,13
120901,JUNIN,CHUPACA,CHUPACA,0.535423138,0.14533798,70.88709333,0.735309973,9.132,837.9097771,5723,706,41,401,211,36,78
120902,JUNIN,CHUPACA,AHUAC,0.475409447,0.1995557,69.59131467,0.692307692,7.6512,702.257465,1888,455,8,76,368,18,23
120903,JUNIN,CHUPACA,CHONGOS BAJO,0.46045345,0.255341,71.74399595,0.671717172,7.7789,615.8176878,1380,240,29,48,166,12,16
120904,JUNIN,CHUPACA,HUACHAC,0.5321596,0.2467012,75.058052,0.701612903,8.2874,821.4660564,882,135,3,59,55,6,24
120905,JUNIN,CHUPACA,HUAMANCACA CHICO,0.561127484,0.255341,73.54400091,0.70856102,8.1248,993.1850172,1792,449,38,155,295,3,26
120906,JUNIN,CHUPACA,SAN JUAN DE ISCOS,0.55043286,0.2886316,74.48351911,0.775510204,7.3583,939.690598,756,225,7,31,189,9,11
120907,JUNIN,CHUPACA,SAN JUAN DE JARPA,0.341114434,0.2467012,77.96272131,0.528735632,5.0786,352.2333493,921,243,3,35,201,14,10
120908,JUNIN,CHUPACA,TRES DE DICIEMBRE,0.516016669,0.1876017,80.24194096,0.621890547,8.1164,734.4276857,811,298,136,81,206,3,7
120909,JUNIN,CHUPACA,YANACANCHA,0.386799851,0.2886316,70.81486852,0.523809524,5.5033,540.4563442,769,171,8,41,103,27,14
130101,LA LIBERTAD,TRUJILLO,TRUJILLO,0.666722295,0.04989521,79.54642924,0.773894897,11.5246,1138.834819,81974,4311,285,2875,256,711,438
130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,0.560020071,0.24209033,79.6478572,0.59175944,7.3677,1021.823479,50783,7488,1588,4214,488,806,1167
130103,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,0.580912234,0.20917457,80.65694116,0.648455285,8.3613,986.6770921,8626,892,38,611,6,117,185
130104,LA LIBERTAD,TRUJILLO,HUANCHACO,0.560415373,0.1893615,77.51603177,0.623481088,8.3532,959.0856165,16478,1690,117,1006,123,223,362
130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,0.581215658,0.19245626,78.62775189,0.675201914,8.8451,970.5656304,47777,5521,923,3275,205,655,933
130106,LA LIBERTAD,TRUJILLO,LAREDO,0.571811844,0.17123664,81.1917051,0.648704663,8.1501,948.6624655,9931,1118,93,524,258,155,216
130107,LA LIBERTAD,TRUJILLO,MOCHE,0.604121079,0.132825,77.73304226,0.663043478,9.1813,1088.329031,8942,1027,121,595,106,123,172
130108,LA LIBERTAD,TRUJILLO,POROTO,0.468532096,0.32142499,77.89193847,0.52173913,5.828,782.6002992,975,212,20,62,113,14,35
130109,LA LIBERTAD,TRUJILLO,SALAVERRY,0.581023486,0.1870471,78.44305739,0.661241712,8.5434,1003.684903,5218,1180,799,265,50,90,118
130110,LA LIBERTAD,TRUJILLO,SIMBAL,0.454587334,0.31842062,76.80819378,0.548172757,5.5578,739.109708,1148,178,33,51,70,12,36
130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,0.66373376,0.06118822,80.41666302,0.771282232,11.5813,1105.65302,18429,1175,132,782,63,159,111
130201,LA LIBERTAD,ASCOPE,ASCOPE,0.571978337,0.25837439,75.54004127,0.702290076,8.6121,978.4452934,1840,217,27,85,53,39,38
130202,LA LIBERTAD,ASCOPE,CHICAMA,0.571018187,0.24114123,77.27620798,0.658516707,8.1838,1003.133071,4147,525,62,201,159,65,119
130203,LA LIBERTAD,ASCOPE,CHOCOPE,0.579647799,0.15119381,76.81739654,0.771306818,8.8954,930.4210575,2538,289,6,98,118,48,46
130204,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,0.55052454,0.18400792,78.22021297,0.652941176,8.0238,901.7641568,679,53,0,8,21,7,19
130205,LA LIBERTAD,ASCOPE,PAIJAN,0.538362101,0.32141216,76.02447201,0.642257463,7.4684,928.2487962,7059,1017,89,445,300,100,204
130206,LA LIBERTAD,ASCOPE,RAZURI,0.551942545,0.25987669,75.5228495,0.624169987,7.5464,1014.392462,2463,377,158,123,82,44,48
130207,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,0.612141538,0.23065831,78.62365498,0.717437722,8.9502,1087.592537,5375,482,15,224,144,60,88
130208,LA LIBERTAD,ASCOPE,CASA GRANDE,0.595849433,0.12468796,78.33175589,0.747295969,8.9544,991.099577,7615,782,35,339,162,116,184
130301,LA LIBERTAD,BOLIVAR,BOLIVAR,0.363855074,0.47963631,77.21228563,0.377840909,5.335,479.9136687,1121,280,24,113,108,43,98
130302,LA LIBERTAD,BOLIVAR,BAMBAMARCA,0.256548464,0.64781428,88.27646115,0.20083682,3.4589,292.6597907,766,301,55,68,151,20,129
130303,LA LIBERTAD,BOLIVAR,CONDORMARCA,0.30465723,0.65903417,81.54397158,0.299212598,4.5038,344.8726782,526,177,14,46,107,11,56
130304,LA LIBERTAD,BOLIVAR,LONGOTEA,0.365965145,0.37950016,77.8451283,0.316831683,5.8256,492.7169039,690,116,4,37,59,8,24
130305,LA LIBERTAD,BOLIVAR,UCHUMARCA,0.325597579,0.52812249,81.34543186,0.330434783,5.2475,354.8910734,675,83,0,47,7,17,25
130306,LA LIBERTAD,BOLIVAR,UCUNCHA,0.351257294,0.42440448,90.6391521,0.222222222,4.9229,476.7256883,264,79,0,28,46,4,18
130401,LA LIBERTAD,CHEPEN,CHEPEN,0.579551643,0.21749154,78.90342368,0.713182728,8.3961,962.9581622,12870,1696,70,631,695,185,269
130402,LA LIBERTAD,CHEPEN,PACANGA,0.523425532,0.32458251,78.821973,0.603305785,6.061,961.1747358,6228,755,59,372,119,108,186
130403,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,0.541187946,0.35559638,78.99266655,0.628995434,6.7707,960.3145485,3451,508,17,144,257,28,108
130501,LA LIBERTAD,JULCAN,JULCAN,0.295072085,0.44449581,69.58948428,0.441483198,3.7876,377.8014823,3917,994,64,252,638,58,136
130502,LA LIBERTAD,JULCAN,CALAMARCA,0.223110316,0.51529088,72.72357235,0.37535014,3.506,197.0804177,1602,449,46,131,276,26,68
